Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (mins),Rank,Genre,combined_text,cleaned_text,KMeans_Cluster,DBSCAN_Cluster,HDBSCAN_Cluster
Beloved,Toni Morrison,4.5,2397,1131,"Toni Morrison is the Robert F. Goheen Professor of Humanities at Princeton University. She has received the National Book Critics Circle Award and the Pulitzer Prize. In 1993 she was awarded the Nobel Prize in Literature. She lives in Rockland County, New York, and Princeton, New Jersey.",723.0,1,Historical Fiction,"Beloved Toni Morrison is the Robert F. Goheen Professor of Humanities at Princeton University. She has received the National Book Critics Circle Award and the Pulitzer Prize. In 1993 she was awarded the Nobel Prize in Literature. She lives in Rockland County, New York, and Princeton, New Jersey.",beloved toni morrison robert goheen professor humanity princeton university received national book critic circle award pulitzer prize awarded nobel prize literature life rockland county new york princeton new jersey,0,53,30
"Easy Money, Book 2: The Evolution of the Global Financial System to the Great Bubble Burst",Vivek Kaul,4.8,42,836,"The second book in the Easy Money trilogy discusses how the global financial system evolved in the aftermath of the First World War and how that finally led to the dot-com crash in the United States, in the early 2000s. It gives an overview of how in the aftermath of the First World War, Europe was in major trouble. The book also analyzes how the United Kingdom of Great Britain, which was once the premier nation of the world, lost out to its former colony, the United States of America. ",663.0,3,Economic History,"Easy Money, Book 2: The Evolution of the Global Financial System to the Great Bubble Burst The second book in the Easy Money trilogy discusses how the global financial system evolved in the aftermath of the First World War and how that finally led to the dot-com crash in the United States, in the early 2000s. It gives an overview of how in the aftermath of the First World War, Europe was in major trouble. The book also analyzes how the United Kingdom of Great Britain, which was once the premier nation of the world, lost out to its former colony, the United States of America. ",easy money book evolution global financial system great bubble burst second book easy money trilogy discus global financial system evolved aftermath first world war finally led dotcom crash united state early give overview aftermath first world war europe major trouble book also analyzes united kingdom great britain premier nation world lost former colony united state america,0,85,84
The Book of Why: The New Science of Cause and Effect,Judea Pearl,4.5,424,1005,How the study of causality revolutionized science and the world,914.0,2,Society & Culture,The Book of Why: The New Science of Cause and Effect How the study of causality revolutionized science and the world,book new science cause effect study causality revolutionized science world,0,0,37
Word Smart: Building a More Educated Vocabulary,The Princeton Review,4.5,267,753,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Word Smart: Building a More Educated Vocabulary 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",word smart building educated vocabulary oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
To the Brink and Back: India's 1991 Story,Jairam Ramesh,4.1,79,668,"In 1991 India faced its 'Greece moment': an unprecedented financial crisis against the backdrop of political uncertainty and crumbling investor confidence. On 21 June 1991, P. V. Narasimha Rao became prime minister and appointed Dr Manmohan Singh as finance minister. In less than 35 days, the Rao-Singh duo ushered in momentous changes in economic policy - those that transformed the country. ",516.0,3,Political Science History & Theory,"To the Brink and Back: India's 1991 Story In 1991 India faced its 'Greece moment': an unprecedented financial crisis against the backdrop of political uncertainty and crumbling investor confidence. On 21 June 1991, P. V. Narasimha Rao became prime minister and appointed Dr Manmohan Singh as finance minister. In less than 35 days, the Rao-Singh duo ushered in momentous changes in economic policy - those that transformed the country. ",brink back india story india faced greece moment unprecedented financial crisis backdrop political uncertainty crumbling investor confidence june narasimha rao became prime minister appointed manmohan singh finance minister le day raosingh duo ushered momentous change economic policy transformed country,0,3,-1
Awakening Bharat Mata,Swapan Dasgupta,4.5,39,879,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Awakening Bharat Mata 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",awakening bharat mata oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
The Midnight Sun: The Twilight Zone Radio Dramas,Rod Serling,4.5,267,67,"Experience one of television’s greatest science-fiction series, The Twilight Zone - fully dramatized for audio! Featuring a full cast, music and sound effects and today’s biggest celebrities in modern radio dramatizations. ",485.5,3,Analysis & Strategy,"The Midnight Sun: The Twilight Zone Radio Dramas Experience one of television’s greatest science-fiction series, The Twilight Zone - fully dramatized for audio! Featuring a full cast, music and sound effects and today’s biggest celebrities in modern radio dramatizations. ",midnight sun twilight zone radio drama experience one television greatest sciencefiction series twilight zone fully dramatized audio featuring full cast music sound effect today biggest celebrity modern radio dramatization,0,4,21
Insight: The Power of Self-Awareness in a Self-Deluded World,Tasha Eurich,4.4,240,323,Do you understand who you really are? Or how others really see you? We all know people with a stunning lack of self-awareness - but how often do we consider whether we might have the same problem? ,485.5,3,Anthologies,Insight: The Power of Self-Awareness in a Self-Deluded World Do you understand who you really are? Or how others really see you? We all know people with a stunning lack of self-awareness - but how often do we consider whether we might have the same problem? ,insight power selfawareness selfdeluded world understand really others really see know people stunning lack selfawareness often consider whether might problem,0,58,29
Who We Are and How We Got Here,David Reich,4.5,480,820,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Who We Are and How We Got Here Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",got sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Ayurvedic Wellness: The Art and Science of Vibrant Health,Suhas Kshirsagar BAMS,5.0,2,1148,"Discover the Ancient Science of Health, Vitality, and Happiness ",382.0,970,Middle Eastern History,"Ayurvedic Wellness: The Art and Science of Vibrant Health Discover the Ancient Science of Health, Vitality, and Happiness ",ayurvedic wellness art science vibrant health discover ancient science health vitality happiness,0,79,86
Suncatcher,Romesh Gunesekera,4.6,19,341,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Suncatcher 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",suncatcher oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
The One Thing (Hindi Edition): Asadharan Kaamyabi ki Asaan Raah,Gary Keller,4.5,267,668,"The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results is a 2013 book written by authors Gary Keller and Jay Papasan. The book, The One Thing, explains how the habit to succeed can be incorporated in our life to overcome the hurdles like the lies that will block our success, the thieves that will steal our time and increase our concentration in the purpose, the way we prioritize and the productivity of our business. The book comes in handy for people involved in business and helps them increase the efficiency of their work and remove hindering factors. The book is easy to listen to and substantial in the ideas it conveys.",448.0,395,Analysis & Strategy,"The One Thing (Hindi Edition): Asadharan Kaamyabi ki Asaan Raah The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results is a 2013 book written by authors Gary Keller and Jay Papasan. The book, The One Thing, explains how the habit to succeed can be incorporated in our life to overcome the hurdles like the lies that will block our success, the thieves that will steal our time and increase our concentration in the purpose, the way we prioritize and the productivity of our business. The book comes in handy for people involved in business and helps them increase the efficiency of their work and remove hindering factors. The book is easy to listen to and substantial in the ideas it conveys.",one thing hindi edition asadharan kaamyabi asaan raah one thing surprisingly simple truth behind extraordinary result book written author gary keller jay papasan book one thing explains habit succeed incorporated life overcome hurdle like lie block success thief steal time increase concentration purpose way prioritize productivity business book come handy people involved business help increase efficiency work remove hindering factor book easy listen substantial idea conveys,0,4,21
Capital and Ideology,Thomas Piketty,4.8,204,1758,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Capital and Ideology 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",capital ideology oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
The Safety Net: Surviving Pandemics and Other Disasters,David Eagleman,4.7,175,569,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The Safety Net: Surviving Pandemics and Other Disasters Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",safety net surviving pandemic disaster sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
"The Tea Planter's Daughter: The India Tea Series, Book 1",Janet MacLeod Trotter,4.5,1031,603,"Lush, green, fragrant: the Indian hills of Assam are full of promise. But eighteen-year-old Clarissa Belhaven is full of worry. The family tea plantation is suffering, and so is her father, still grieving over the untimely death of his wife, while Clarissa's fragile sister, Olive, needs love and resourceful care. ",942.0,2,Fiction Sagas,"The Tea Planter's Daughter: The India Tea Series, Book 1 Lush, green, fragrant: the Indian hills of Assam are full of promise. But eighteen-year-old Clarissa Belhaven is full of worry. The family tea plantation is suffering, and so is her father, still grieving over the untimely death of his wife, while Clarissa's fragile sister, Olive, needs love and resourceful care. ",tea planter daughter india tea series book lush green fragrant indian hill assam full promise eighteenyearold clarissa belhaven full worry family tea plantation suffering father still grieving untimely death wife clarissas fragile sister olive need love resourceful care,0,3,101
The Happiness Project,Gretchen Rubin,4.3,1994,13345,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The Happiness Project Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",happiness project sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The Zahir,Paulo Coelho,4.4,409,5709,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"The Zahir Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",zahir sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Falling into Grace: Insights on the End of Suffering,Adyashanti,4.7,352,1148,"Adyashanti asks us to let go of our struggles with life and open to the full promise of spiritual awakening: the end of delusion and the discovery and expression of our essential being. After 15 years as a spiritual teacher, Adyashanti has found that the simpler the teaching, the greater its power to initiate this awakening.",616.0,2,Buddhism,"Falling into Grace: Insights on the End of Suffering Adyashanti asks us to let go of our struggles with life and open to the full promise of spiritual awakening: the end of delusion and the discovery and expression of our essential being. After 15 years as a spiritual teacher, Adyashanti has found that the simpler the teaching, the greater its power to initiate this awakening.",falling grace insight end suffering adyashanti asks let struggle life open full promise spiritual awakening end delusion discovery expression essential year spiritual teacher adyashanti found simpler teaching greater power initiate awakening,0,73,64
The Science of Getting Rich,Wallace D. Wattles,4.3,2244,70,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"The Science of Getting Rich 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",science getting rich oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
"Lokpriya Shayar Aur Unki Shayari - Meer Taqui Meer [Popular Poets and Their Poetry - Meer Taqui Meer]: Lokpriya Shayar Aur Unki Shayari, Book 3 [Popular Poets and Their Poetry, Book 3]",Prakash Pandit,4.4,21,501,"This book by Prakash Pandit reflects upon the life of an 18th-century Urdu poet named Meer Taqi Meer who lived in Mughal, India. Meer Taqi was one of the pioneers who gave shape to the Urdu language. A few of his important literary works are given in a separate section of the book. He was one of the principal poets of the Delhi school of Urdu ghazal, and most of his literature has been written under his nom de plume, Mir. He is often remembered as one of the greatest poets of the Urdu language. The contrasting ideas which he presented through his poetry are discussed in great detail.",485.5,3,Poetry,"Lokpriya Shayar Aur Unki Shayari - Meer Taqui Meer [Popular Poets and Their Poetry - Meer Taqui Meer]: Lokpriya Shayar Aur Unki Shayari, Book 3 [Popular Poets and Their Poetry, Book 3] This book by Prakash Pandit reflects upon the life of an 18th-century Urdu poet named Meer Taqi Meer who lived in Mughal, India. Meer Taqi was one of the pioneers who gave shape to the Urdu language. A few of his important literary works are given in a separate section of the book. He was one of the principal poets of the Delhi school of Urdu ghazal, and most of his literature has been written under his nom de plume, Mir. He is often remembered as one of the greatest poets of the Urdu language. The contrasting ideas which he presented through his poetry are discussed in great detail.",lokpriya shayar aur unki shayari meer taqui meer popular poet poetry meer taqui meer lokpriya shayar aur unki shayari book popular poet poetry book book prakash pandit reflects upon life thcentury urdu poet named meer taqi meer lived mughal india meer taqi one pioneer gave shape urdu language important literary work given separate section book one principal poet delhi school urdu ghazal literature written nom plume mir often remembered one greatest poet urdu language contrasting idea presented poetry discussed great detail,0,40,1
In Cold Blood,Truman Capote,4.6,2736,1131,"As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence.",867.0,974,"Crime, Thriller & Mystery","In Cold Blood As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence.",cold blood truman capote reconstructs murder investigation led capture trial execution killer generates mesmerizing suspense astonishing empathy cold blood work transcends moment yielding poignant insight nature american violence,0,9,7
HBR's 10 Must Reads on Managing People,W. Chan Kim,4.5,132,668,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"HBR's 10 Must Reads on Managing People Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",hbrs must read managing people sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Uncharted: How to Map the Future,Margaret Hefferman,4.7,24,1063,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Uncharted: How to Map the Future Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",uncharted map future sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Beyond the Phoenix Project: The Origins and Evolution of DevOps,Gene Kim,4.5,11,668,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Beyond the Phoenix Project: The Origins and Evolution of DevOps Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",beyond phoenix project origin evolution devops sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Agile Project Management for Dummies,Mark C. Layton,4.3,120,656,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Agile Project Management for Dummies Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",agile project management dummy sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Le petit prince: Édition anniversaire [The Little Prince: Anniversary Edition],Antoine de Saint-Exupéry,4.5,20,519,"«On ne voit bien qu’avec le coeur, l’essentiel est invisible pour les yeux.»  ",485.5,3,Political Science History & Theory,"Le petit prince: Édition anniversaire [The Little Prince: Anniversary Edition] «On ne voit bien qu’avec le coeur, l’essentiel est invisible pour les yeux.»  ",petit prince dition anniversaire little prince anniversary edition voit bien quavec coeur lessentiel est invisible pour le yeux,0,3,-1
Toxic In-Laws: Loving Strategies for Protecting Your Marriage,Susan Forward PhD,4.5,198,586,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Toxic In-Laws: Loving Strategies for Protecting Your Marriage Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",toxic inlaws loving strategy protecting marriage sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Sales Management. Simplified: The Straight Truth About Getting Exceptional Results from Your Sales Team,Mike Weinberg,4.7,267,668,Because managing sales doesn't have to be so complicated. ,417.0,2,Business Management,Sales Management. Simplified: The Straight Truth About Getting Exceptional Results from Your Sales Team Because managing sales doesn't have to be so complicated. ,sale management simplified straight truth getting exceptional result sale team managing sale doesnt complicated,0,6,31
How to Relax: A Mindful Buddhist Guide,Thich Nhat Hanh,4.7,267,615,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"How to Relax: A Mindful Buddhist Guide Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",relax mindful buddhist guide sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
Airport,Arthur Hailey,4.4,271,820,"The number one New York Times best-selling thriller about an airport thrust into chaos by a whiteout blizzard: ""A spellbinder"" (The Denver Post).",1157.0,2,Action & Adventure,"Airport The number one New York Times best-selling thriller about an airport thrust into chaos by a whiteout blizzard: ""A spellbinder"" (The Denver Post).",airport number one new york time bestselling thriller airport thrust chaos whiteout blizzard spellbinder denver post,0,3,-1
"Drama Queen: Dork Diaries, Book 9",Rachel Renée Russell,4.6,468,797,TOTAL DISASTER!!! Mean girl MacKenzie has stolen Nikki's diary! What if she tells everyone Nikki's totally secret thoughts?! ,224.0,2,Children's Comics & Graphic Novels,"Drama Queen: Dork Diaries, Book 9 TOTAL DISASTER!!! Mean girl MacKenzie has stolen Nikki's diary! What if she tells everyone Nikki's totally secret thoughts?! ",drama queen dork diary book total disaster mean girl mackenzie stolen nikkis diary tell everyone nikkis totally secret thought,0,-1,-1
So Long and Thanks for All the Fish,Douglas Adams,4.7,234,323,"There is a knack to flying. The knack lies in learning how to throw yourself at the ground and miss. It’s not an easy thing to do and Arthur Dent thinks he’s the only human who’s been able to master this nifty little trick - until he meets Fenchurch, the girl of his dreams. Fenchurch knows how the world could be made a good and happy place. Unfortunately she’s forgotten. Convinced that the secret lies within God’s Final Message to His Creation they go in search of it. And in a dramatic break with tradition - actually find it....",279.0,3,Humorous Fiction,"So Long and Thanks for All the Fish There is a knack to flying. The knack lies in learning how to throw yourself at the ground and miss. It’s not an easy thing to do and Arthur Dent thinks he’s the only human who’s been able to master this nifty little trick - until he meets Fenchurch, the girl of his dreams. Fenchurch knows how the world could be made a good and happy place. Unfortunately she’s forgotten. Convinced that the secret lies within God’s Final Message to His Creation they go in search of it. And in a dramatic break with tradition - actually find it....",long thanks fish knack flying knack lie learning throw ground miss easy thing arthur dent think he human who able master nifty little trick meet fenchurch girl dream fenchurch know world could made good happy place unfortunately shes forgotten convinced secret lie within god final message creation search dramatic break tradition actually find,0,3,-1
Jeevan Ek Anveshan [Explore Life],J. Krishnamurti,4.7,9,836,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Jeevan Ek Anveshan [Explore Life] 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",jeevan anveshan explore life oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
"Everything, Everything",Nicola Yoon,4.6,3354,1005,"This innovative, heartfelt debut novel tells the story of a girl who's literally allergic to the outside world. When a new family moves in next door, she begins a complicated romance that challenges everything she's ever known. ",485.5,3,Literature & Fiction,"Everything, Everything This innovative, heartfelt debut novel tells the story of a girl who's literally allergic to the outside world. When a new family moves in next door, she begins a complicated romance that challenges everything she's ever known. ",everything everything innovative heartfelt debut novel tell story girl who literally allergic outside world new family move next door begin complicated romance challenge everything shes ever known,0,46,47
Yes to Life in Spite of Everything,Viktor E Frankl,4.7,242,888,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",485.5,3,Fantasy,"Yes to Life in Spite of Everything 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",yes life spite everything oops rush hour traffic piling page please try short whileif trying place order processed time amazonin home page continue shopping,2,8,0
J. Krishnamurti,Pupul Jayakar,4.5,15,879,A classic biography of one of the greatest spiritual teachers of our times....,485.5,3,Biographies & Autobiographies,J. Krishnamurti A classic biography of one of the greatest spiritual teachers of our times....,krishnamurti classic biography one greatest spiritual teacher time,0,10,59
We Shouldn't,Vi Keeland,4.6,541,668,"From number one New York Times best-selling author Vi Keeland comes a new, sexy stand-alone novel.",516.0,3,Romance,"We Shouldn't From number one New York Times best-selling author Vi Keeland comes a new, sexy stand-alone novel.",shouldnt number one new york time bestselling author keeland come new sexy standalone novel,0,56,40
Tigers for Dinner: Tall Tales by Jim Corbett's Khansama,Ruskin Bond,4.0,61,233,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",485.5,3,Theology & Philosophy of Religion,"Tigers for Dinner: Tall Tales by Jim Corbett's Khansama Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",tiger dinner tall tale jim corbett khansama sorry need make sure youre robot best result please make sure browser accepting cooky,1,16,2
The Sky Is the Limit: 10 Classic Self-Help Books Collection,James Allen,4.5,267,132,This Audiobook contains the following works arranged alphabetically by authors last names,485.5,3,Personal Development & Self-Help,The Sky Is the Limit: 10 Classic Self-Help Books Collection This Audiobook contains the following works arranged alphabetically by authors last names,sky limit classic selfhelp book collection audiobook contains following work arranged alphabetically author last name,0,2,10
Selling Technology the Sandler Way: Finding Technical Solutions That Win Long-Term Business Relationships,Rich Chiarello,5.0,12,586,"Rich Chiarello offers sales teams tasked with selling technical solutions a proven program for success, based on the Sandler Selling System. He shows salespeople how to identify the most pressing business problem that their tool, application, or platform solves - and how to create a joint project plan that delivers value for both buyer and seller.",183.0,3,Analysis & Strategy,"Selling Technology the Sandler Way: Finding Technical Solutions That Win Long-Term Business Relationships Rich Chiarello offers sales teams tasked with selling technical solutions a proven program for success, based on the Sandler Selling System. He shows salespeople how to identify the most pressing business problem that their tool, application, or platform solves - and how to create a joint project plan that delivers value for both buyer and seller.",selling technology sandler way finding technical solution win longterm business relationship rich chiarello offer sale team tasked selling technical solution proven program success based sandler selling system show salesperson identify pressing business problem tool application platform solves create joint project plan delivers value buyer seller,0,4,21
The Viking Spirit: An Introduction to Norse Mythology and Religion,Daniel McCoy,4.7,540,836,"The Viking Spirit is an introduction to Norse mythology like no other. As you’d expect from Daniel McCoy, the creator of the endearingly popular website ""Norse Mythology for Smart People"", it’s written to scholarly standards, but in a simple, clear, and entertaining style that’s easy to understand and a pleasure to listen to. It includes gripping retellings of no less than 34 epic Norse myths - more than any other book in the field - while also providing an equally comprehensive overview of the fascinating viking religion of which Norse mythology was a part. You’ll learn about the vikings’ gods and goddesses, their concept of fate, their views on the afterlife, their moral code, how they thought the universe was structured, how they practiced their religion, the role that magic played in their lives, and much more. With its inclusion of the latest groundbreaking research in the field, The Viking Spirit is the ultimate introduction to the timeless splendor of Norse mythology and religion for the 21st Century.",659.0,3,"Myths, Legends & Sagas","The Viking Spirit: An Introduction to Norse Mythology and Religion The Viking Spirit is an introduction to Norse mythology like no other. As you’d expect from Daniel McCoy, the creator of the endearingly popular website ""Norse Mythology for Smart People"", it’s written to scholarly standards, but in a simple, clear, and entertaining style that’s easy to understand and a pleasure to listen to. It includes gripping retellings of no less than 34 epic Norse myths - more than any other book in the field - while also providing an equally comprehensive overview of the fascinating viking religion of which Norse mythology was a part. You’ll learn about the vikings’ gods and goddesses, their concept of fate, their views on the afterlife, their moral code, how they thought the universe was structured, how they practiced their religion, the role that magic played in their lives, and much more. With its inclusion of the latest groundbreaking research in the field, The Viking Spirit is the ultimate introduction to the timeless splendor of Norse mythology and religion for the 21st Century.",viking spirit introduction norse mythology religion viking spirit introduction norse mythology like youd expect daniel mccoy creator endearingly popular website norse mythology smart people written scholarly standard simple clear entertaining style thats easy understand pleasure listen includes gripping retellings le epic norse myth book field also providing equally comprehensive overview fascinating viking religion norse mythology part youll learn viking god goddess concept fate view afterlife moral code thought universe structured practiced religion role magic played life much inclusion latest groundbreaking research field viking spirit ultimate introduction timeless splendor norse mythology religion century,0,57,24
The Higgs Boson and Beyond,Sean Carroll,4.5,267,501,"The discovery of the Higgs boson is a triumph of modern physics. The hunt for the Higgs was the subject of wide media attention due to the cost of the project, the complexity of the experiment, and the importance of its result. And, when it was announced with great fanfare in 2012 that physicists has succeeded in creating and identifying this all-important new particle, the discovery was celebrated around the world. ",380.0,1,Textbooks & Study Guides,"The Higgs Boson and Beyond The discovery of the Higgs boson is a triumph of modern physics. The hunt for the Higgs was the subject of wide media attention due to the cost of the project, the complexity of the experiment, and the importance of its result. And, when it was announced with great fanfare in 2012 that physicists has succeeded in creating and identifying this all-important new particle, the discovery was celebrated around the world. ",higgs boson beyond discovery higgs boson triumph modern physic hunt higgs subject wide medium attention due cost project complexity experiment importance result announced great fanfare physicist succeeded creating identifying allimportant new particle discovery celebrated around world,0,27,38
